Word,Frequency
门卫,3
选个,3
奇葩,3
女票,3
就订,3
通往,3
火锅店,3
中山大学,3
压迫感,3
再租,3
买个,3
找离,3
城楼,3
丟,3
语言,3
胜,3
出奇,3
挺软,3
实名,3
下降,3
忍,3
奥利,3
生日,3
烫死,3
味儿,3
不去,3
需不需要,3
起不来,3
酸菜鱼,3
好哟,3
願意,3
500m,3
邮寄,3
地为,3
没房,3
不划算,3
物资,3
三两,3
大学城,3
水杯,3
善于,3
季节,3
八合里,3
準備,3
面料,3
偏贵,3
空房,3
dd,3
旧旧,3
必,3
赞哈,3
分割,3
我太爱,3
美国签证,3
Perfect,3
好孩子,3
usb,3
佛山,3
赵记,3
平,3
刷牙,3
相,3
兩個,3
热水澡,3
记,3
不顺,3
获得,3
fang,3
风力,3
多离,3
紫色,3
鸡翅,3
临走时,3
信心,3
体检,3
车去,3
接驳,3
温和,3
客,3
黑乎乎,3
虚假,3
其乐融融,3
毛巾架,3
变冷,3
遇,3
巴适,3
西餐,3
有所,3
换乘,3
初次,3
濕,3
讲真,3
那块,3
奔波,3
楼盘,3
领,3
项目,3
不亏,3
海洋,3
一切顺利,3
人点,3
成分,3
離長,3
天猫,3
煲,3
比较完善,3
局促,3
这座,3
回订,3
髒,3
书柜,3
关门,3
恒温,3
一房一厅,3
公开,3
没多久,3
事宜,3
信赖,3
强烈建议,3
安稳,3
和蔼,3
防滑垫,3
塌塌米,3
床略,3
多分钟,3
红砖,3
试验,3
男人,3
包租婆,3
能加个,3
五分,3
只定,3
扫码,3
哪间,3
之中,3
特点,3
经营者,3
訂房,3
望出去,3
那份,3
弟弟,3
放水,3
光灯,3
祇,3
眼睛,3
日风,3
黄黄的,3
总能,3
洗得,3
遗忘,3
住进,3
认真负责,3
点到,3
突出,3
再选,3
一客,3
燕塘,3
迷住,3
年底,3
童年,3
门上,3
车往,3
木门,3
看得见,3
地铁线,3
车来,3
沐浴液,3
多备,3
前来,3
疑惑,3
鞋子,3
中心地带,3
冷漠,3
一个多,3
停水,3
铁,3
香水,3
复古风,3
抹布,3
感应,3
随意,3
疲劳,3
旅友,3
散发,3
缓解,3
閣樓,3
波折,3
全靠,3
花香,3
所在位置,2
门有,2
豆浆,2
爱舍,2
感觉不好,2
地带,2
过度,2
就别,2
黄金,2
帅哥,2
两侧,2
恶劣,2
承诺,2
较久,2
喲,2
美眉,2
150,2
包子,2
现代化,2
吵杂,2
行人,2
更爽,2
方,2
贴心人,2
很亮,2
夜深,2
善解人意,2
百货,2
大美女,2
窝里,2
近前,2
最有,2
優點,2
较窄,2
巾,2
朝南,2
居室,2
中間,2
沖,2
窗戶,2
接听,2
抽风,2
外窗,2
浓厚,2
会建,2
群聊,2
不足以,2
接地,2
繁华区,2
酸,2
胶,2
从订,2
透过,2
好且,2
人超赞,2
按钮,2
能干,2
一试,2
街上,2
无理,2
断,2
护理液,2
盥洗室,2
不错呀,2
邓世昌,2
停不下来,2
奶思有,2
不在意,2
外观,2
不足之处,2
鱼,2
大都市,2
细微,2
透光,2
一颗,2
无噪音,2
coco,2
胡同,2
封闭式,2
太爽了,2
停电,2
无数次,2
求,2
茶奈雪,2
药,2
远点,2
小吵,2
优化,2
带路,2
不愧,2
自助式,2
多想,2
喝水,2
电视塔,2
遭遇,2
給我們,2
硬伤,2
太忙,2
隔间,2
欣賞,2
很能,2
凶巴巴,2
斜,2
塑料,2
事前,2
数字电视,2
喧闹,2
论文,2
伤,2
滚烫,2
个人卫生,2
一厨,2
一卫,2
反复,2
透,2
羊城,2
国庆节,2
貼,2
心房,2
海心,2
弄乱,2
預訂,2
寫,2
沾染,2
物有所值,2
好快,2
卫生用品,2
亲友,2
驱蚊器,2
变,2
不太稳,2
旅行装,2
七,2
丹丹,2
很湿,2
脏乱,2
親切,2
凹,2
待在家里,2
杀虫,2
小床,2
人泡,2
弥补,2
亮灯,2
两夜,2
调低,2
沒人,2
精灵,2
专人,2
i,2
终点,2
作,2
大牌,2
佩服,2
現場,2
回头客,2
碍事,2
之行,2
迷你,2
max,2
在建设中,2
酸奶,2
规则,2
以内,2
結果,2
爬楼梯,2
星惹,2
恶臭,2
面巾纸,2
长隆离,2
商,2
退回,2
脏脏,2
再接再厉,2
著,2
点儿,2
一个点,2
几层,2
胡苏,2
赖床,2
宝藏,2
TT,2
员工,2
哥,2
太臭,2
过夜,2
彪,2
隆,2
忽略不计,2
niceplace,2
懒癌,2
凑合,2
两房一厅,2
饭厅,2
绰绰有余,2
美比,2
车道,2
放下,2
藏,2
128,2
卖场,2
小胡,2
一声,2
运作,2
一动,2
考慮,2
汗臭味,2
一去,2
曼曼,2
数着,2
算全,2
多花,2
新冠,2
访客,2
沐浴乳,2
长发,2
闷闷,2
水力,2
被困,2
出示,2
第三天,2
修补,2
这大,2
一束,2
hin,2
不大不小,2
有车,2
大巴,2
按摩椅,2
生間,2
没敢,2
咚咚,2
缤纷,2
定期检查,2
嗨,2
多长时间,2
美食节,2
传承,2
右拐,2
节,2
宿友,2
蚝,2
演出,2
中信,2
整面,2
正面,2
窗台上,2
有放,2
舒畅,2
小远,2
研究,2
能订,2
无窗,2
好能,2
带点,2
大約,2
木马,2
砌,2
曲奇,2
仪式,2
功课,2
玩偶,2
host,2
近点,2
high,2
mall,2
有幸,2
闲逛,2
六楼,2
噔,2
高峰期,2
点播,2
一万个,2
西瓜,2
所有人,2
大锅,2
能量,2
妹,2
完才,2
汉堡,2
至极,2
近乎,2
纸人,2
尝尝,2
百年好合,2
晃,2
活动区,2
鐘就到,2
頭,2
髮,2
总面积,2
近日,2
厨房门,2
水桶,2
住宅楼,2
一脸,2
一扫,2
猫眼,2
前站,2
右,2
忙碌,2
小房,2
蜂蜜,2
费劲,2
脏兮兮,2
懵,2
呼吸道,2
无数,2
家门,2
尘土,2
拐个,2
晒过,2
哪家,2
难以,2
认出,2
重样,2
水垢,2
原文,2
现代感,2
骑行,2
骂人,2
主题鲜明,2
贴身,2
好玩儿,2
正上方,2
油烟味,2
选在,2
这两点,2
响声,2
哭,2
去逛,2
辣,2
外套,2
大瓶,2
喝杯,2
磕到,2
开水烫,2
色,2
mini,2
梅,2
交通工具,2
特别感谢,2
人声,2
约定,2
伸手,2
玩累,2
方便面,2
老年人,2
有水,2
闹区,2
工作日,2
烟味,2
糟心,2
爱彼迎订,2
甜点,2
衛生,2
头上,2
der,2
商务人士,2
糯,2
往返,2
蹲,2
露天,2
便签,2
优,2
费心,2
责任感,2
所谓,2
比不上,2
七点,2
各个方面,2
油渍,2
暴走,2
说句,2
99,2
掌柜,2
最深,2
迷迷糊糊,2
插花,2
易懂,2
龙凤,2
暖色调,2
酱油,2
鸡煲,2
公馆,2
C,2
壹号,2
抬,2
資訊,2
延时,2
一个劲,2
商家,2
老妈,2
带我去,2
测温,2
双重,2
闹,2
吊,2
不说,2
七夕,2
碰面,2
摊,2
游轮,2
补上,2
大叔,2
开森,2
活地图,2
见过世面,2
头疼,2
哇哇,2
该房,2
惊到,2
遍地,2
售卖,2
备着,2
打折,2
參考,2
鲜花,2
認識,2
背面,2
口子,2
肥豚,2
高架桥,2
Greatexperience,2
人流量,2
两三年,2
一是,2
迷惑,2
人少,2
交通路线,2
不开,2
卧床,2
朴实,2
跨,2
水手服,2
区位,2
n,2
撒,2
门关,2
街边,2
芬芳,2
干爽,2
同福,2
底,2
半死,2
劲,2
清晰度,2
以下几点,2
菜市,2
离点,2
徘徊,2
算了,2
亮醒,2
纸巾盒,2
一德路,2
原,2
全棉,2
不可避免,2
水果摊,2
杂音,2
谅解,2
很挤,2
暂住,2
诚实,2
黑黑的,2
加装,2
高中,2
只能靠,2
一开,2
脚架,2
厕,2
厅里,2
更改,2
职业,2
煙味,2
KTV,2
積水,2
第五,2
有惊无险,2
受伤,2
錢,2
说话声,2
V,2
應該,2
改進,2
书店,2
地砖,2
关闭,2
会来,2
服務,2
多样,2
弱,2
肆,2
车水马龙,2
简朴,2
渠道,2
抽屉,2
一个床,2
歪,2
汇正佳,2
可谓,2
所在地,2
天气情况,2
仅供参考,2
方位,2
重庆,2
室内环境,2
说出,2
人离,2
怕怕,2
延,2
秒杀,2
消过,2
精准,2
解说,2
融化,2
党,2
力度,2
冰淇淋,2
录入,2
奥,2
上床,2
购书,2
特莱斯,2
笑,2
磕头,2
标,2
选住,2
猪肚,2
大雨,2
这么久,2
桌椅,2
七楼,2
头像,2
觉醒,2
桶,2
投影机,2
板,2
离要,2
广,2
下有,2
真滴,2
开启,2
高端,2
摩擦,2
硬生生,2
嘢,2
爸爸妈妈,2
吃水果,2
帘,2
清洁剂,2
清清楚楚,2
笑声,2
估計,2
协商,2
那麼,2
老牌,2
这回,2
电压,2
站路,2
弄堂,2
两道,2
三条,2
沙漏,2
Thehostcanceledthisreservation71daysbeforearrivalThisisanautomatedposting,2
洗发,2
试试看,2
资料,2
尽兴,2
开火,2
起泡沫,2
胃,2
上锁,2
即时,2
稍差,2
勉勉强强,2
续,2
偏嘛,2
洗衣房,2
晚安,2
交通枢纽,2
过段时间,2
七号,2
瑕不掩瑜,2
试穿,2
软好,2
电暖器,2
还算蛮,2
叫外,2
KEN,2
猎德站,2
生日礼物,2
牆壁,2
古,2
租户,2
一點點,2
异性,2
回應,2
没门,2
來廣州,2
边离,2
冰水,2
大有,2
好多个,2
炸裂,2
集体,2
泡,2
拍到,2
天黑,2
惊,2
啤酒,2
潭,2
言语,2
請,2
窄小,2
不太大,2
最小,2
赔,2
but,2
连住,2
硌,2
掀起,2
餐,2
透明,2
比不高,2
粥,2
开会,2
这住,2
吹干,2
一两个,2
相當,2
加強,2
房屋设计,2
预先,2
此类情况,2
單,2
买买,2
這間,2
台子,2
墙体,2
老区,2
調味料,2
party,2
幸亏,2
强哥,2
荔湾区,2
第十,2
甫,2
川菜,2
乳胶,2
赶时间,2
寬,2
诡异,2
敞舒適,2
斑驳,2
大城市,2
十天,2
买不到,2
我门,2
午餐,2
等待时间,2
副,2
优酷,2
亲朋好友,2
城东,2
叮咬,2
难免,2
算得,2
起晚,2
旧制,2
装饰画,2
扔掉,2
小资,2
发展,2
很安靜,2
人文,2
好东,2
一带,2
离职,2
充斥,2
华侨,2
称,2
无关,2
电视剧,2
那幅,2
女友,2
一段路,2
还选,2
饮,2
出門,2
变动,2
排插,2
尖叫,2
房门口,2
学,2
国防,2
再定,2
很齐,2
进不了,2
共同,2
坏境,2
起点,2
阴凉,2
坐坐,2
省心,2
一时,2
附件,2
飲料,2
安放,2
无处,2
光,2
F,2
自驾车,2
牛杂,2
透露,2
爱奇艺,2
保险,2
洞,2
落日,2
挑到,2
打麻将,2
翅,2
旅馆,2
响应速度,2
90,2
想法,2
很帅,2
嫩,2
赞床,2
帅气,2
泡澡,2
igc,2
陌生人,2
要放,2
大桥,2
一步步,2
逛一逛,2
看看书,2
奈雪,2
收音机,2
干脆,2
空间感,2
针线盒,2
油画,2
花露水,2
躺下去,2
很甜,2
撩,2
发痒,2
約,2
新年快乐,2
古老,2
同等,2
图书,2
水迹,2
斑斑,2
要定,2
灯罩,2
裙装,2
不愿,2
脚感,2
对此,2
顺心,2
中有,2
读本,2
浅蓝色,2
全屋,2
猫和老鼠,2
备齐,2
喜茶奈雪,2
筛选,2
做得好,2
随手,2
多一晚,2
一日,2
太闷,2
鉄,2
开个,2
认床,2
皮肤,2
太浅,2
师,2
一对,2
能点,2
一種,2
床超,2
满是,2
两套,2
国内外,2
漱口杯,2
简简单单,2
别具,2
年纪,2
駅,2
床头灯,2
部屋,2
第二层,2
沙滩椅,2
读,2
想想,2
瓷砖,2
屋外,2
水泥,2
天空,2
梯,2
城中,2
事实上,2
千篇一律,2
别有洞天,2
N,2
変,2
处有,2
布艺,2
起码,2
该处,2
永远,2
700,2
概括,2
再也,2
裂开,2
作出,2
价值,2
标明,2
语气,2
逼真,2
1015,2
预测,2
网红风,2
塔近,2
同个,2
边炉,2
天花,2
不隔光,2
勉强,2
一千元,2
更高,2
诈骗,2
芯,2
说完,2
鲜明,2
好笑,2
地震,2
严,2
踢脚线,2
确切,2
堵住,2
考察,2
彻底,2
难过,2
数不胜数,2
一城,2
第几次,2
忍不住,2
赶过来,2
谢谢你们,2
旅店,2
关不紧,2
抽空,2
推拉门,2
肚子,2
饭桌,2
人品,2
洗脸盆,2
六七个,2
想换个,2
Amazing,2
花花,2
改成,2
冷冰冰,2
喇,2
崭新,2
想住,2
煲剧,2
意想不到,2
当初,2
薯片,2
叭,2
开房,2
直观,2
大树,2
成都,2
各有特色,2
森林,2
哈利波,2
早日,2
时侯,2
休假,2
二十四,2
公务,2
此行,2
雅思,2
座椅,2
枕頭,2
日后,2
出了门,2
动漫,2
留言,2
一百米,2
贴纸,2
拘谨,2
假,2
担忧,2
要赞,2
征服,2
裂,2
空中,2
人脸,2
风吹,2
酱料,2
一級,2
大一,2
场所,2
美簽,2
大學,2
暨南,2
预约,2
连个,2
知己,2
凉意,2
有钱,2
火烈鸟,2
台湾,2
两年,2
比邻,2
聚集,2
缘分,2
人民,2
无人,2
女主人,2
文字描述,2
一副,2
点心店,2
多点,2
物件,2
正对,2
三位,2
第一位,2
内有,2
责任,2
男孩子,2
23333,2
星是,2
加载,2
愣,2
正对着,2
占,2
之遥,2
有位,2
酥,2
淘,2
有无,2
开间,2
脚步声,2
橋地,2
横梁,2
转角,2
新家具,2
兴奋,2
书籍,2
氟,2
熨斗,2
上层,2
以後來,2
我定,2
人儿,2
很美床,2
好不容易,2
调味品,2
闺密,2
顺路去,2
新村,2
用手,2
住个,2
用纸,2
西华路,2
追,2
軟,2
高下,2
多年,2
震惊,2
天上,2
同价位,2
飯,2
從,2
早早,2
完展子,2
烦恼,2
分多钟,2
失去,2
夸奖,2
躺椅,2
发布,2
爬梯,2
顿饭,2
会试,2
付款,2
烛光,2
瓶装水,2
初来,2
过得,2
匹配,2
pick,2
阴雨天,2
录,2
写个,2
直通,2
景觀,2
备考,2
整修,2
比较简单,2
东东,2
這是,2
金錢,2
過去,2
搞定,2
盡,2
看展,2
头顶,2
隐隐约约,2
骄傲,2
101,2
袋子,2
省下,2
好感,2
checkin,2
比较忙,2
节省,2
能力,2
蚊帐,2
白云区,2
哗哗,2
日料,2
负离子,2
减少,2
摩,2
比较顺利,2
大离,2
排气,2
感是,2
Recommendyoustayhere,2
别错过,2
胖胖,2
好帅,2
胖乎乎,2
小可爱,2
还养,2
笼子,2
模板,2
崽,2
会选有,2
咪,2
实物图,2
没加,2
箱取,2
高得,2
拿掉,2
RelativelysimplelayoutstylethemainreasonisthatthischeckinismorehastynotenoughtimetovisitthewholehousebutmostnotablythecatinthecageisveryfatLoL,2
靠里,2
無,2
印良品,2
嘞,2
摆满,2
lemon,2
小猫猫,2
西北,2
忍下来,2
连通,2
日本,2
芝麻,2
牠,2
空空如也,2
没玩够,2
免费视频,2
100m,2
闻见,2
地盘,2
乐呵呵,2
积灰,2
造访,2
雷达,2
下马,2
钉,2
雷区,2
互怼,2
畅外,2
会返,2
红包,2
斑,2
脏乱差,2
盥洗,2
不畅,2
食物残渣,2
不亚于,2
星级,2
回头,2
感花,2
鼓掌,2
食品,2
明晚,2
ThelocationisveryconvenienttheroomiscleanwalkingdistancefromfromrailwayStation,2
不太能,2
感受一下,2
黏人,2
GreatplacetostayconvenientandcleanAlsogreatviewsabsolutelywillbookagain,2
无感,2
热饭,2
看剧,2
偏暗,2
商旅,2
生人,2
超乖,2
一狗,2
即酷,2
乖巧,2
露两手,2
Suki,2
小狗,2
有花,2
不乱,2
吠,2
心飘,2
吉野家,2
风格化,2
绒毯,2
串灯,2
多彩,2
软萌,2
娇气,2
乖泰迪,2
超配,2
交谈,2
凶人,2
抱抱,2
亲亲,2
照高,2
有风筒,2
BoBolouxia,2
sukiisawesomeshehelpedineverythingduringthestayandshetoldmanynewandgoodplacestoroamaround,2
食佳,2
条撞,2
指甲,2
指甲刀,2
无故,2
头饰,2
怕麻烦,2
纸盒,2
手包,2
卷筒纸,2
戳,2
纸伞,2
精益求精,2
扇子,2
装装,2
地下商场,2
BOBO,2
低头,2
同栋,2
低到,2
脑壳,2
辗转反侧,2
实图,2
抽中,2
挺值,2
LocationisclosetoshoppingdinningmuseumscenicspotsRoomiscleanwarmandstylish,2
赞好,2
恩,2
suki,2
nicebobo,2
機沒洗,2
大房間,2
服務態度,2
代订,2
桌球,2
多放,2
拉过来,2
舒适型,2
利于,2
枕芯,2
加湿器,2
诺德,2
服务设施,2
三四十,2
特惠,2
途经,2
下订,2
嘀嗒,2
自取,2
回广财,2
全手动,2
住址,2
店都关,2
雷点,2
玩要,2
种类,2
喷水,2
App,2
密封,2
附小,2
会少少,2
奶瓶,2
千里迢迢,2
围棋,2
发护发,2
象棋,2
流感,2
矮凳,2
马油,2
葛优,2
房能,2
动作,2
比床,2
尼莫,2
不太近,2
拘束,2
常年,2
换上去,2
唯美,2
卫浴间,2
DisappointmentRegretEvenforonenight,2
床超极,2
招商,2
拉面,2
靠开,2
限制,2
开发,2
说坏,2
太加分,2
高不太,2
不坏,2
没连上,2
亏信,2
许多天,2
致命,2
直说,2
事帮,2
情侶,2
GoodlocationforashortstayinZhujiangnewtownFacilitiesandthegeneralconditionsofthekitchenandbathroomarenotasniceorcleanasthephotossuggestbutstillacceptableconsideringthepriceTakenotethatthebedisveryhardthoughsomepreferitthatway,2
胆小,2
ThiswasagreatapartmentwithawesomestyleinawonderfullocationItreallywasanoasisfromthebustlingcityaquietretreattorelaxOnlya7minwalktothemetroandlotsofrestaurantsatyourdoorstepMostimportantlythehostwasveryhelpfulandveryquicktorespondwhichismuchappreciatedwhentravellinginaforeigncountrywhereyoucantspeakthelanguageThankyouforagreatstay,2
换条,2
坐体,2
单向,2
实质,2
十二,2
很妙,2
赞超,2
高些,2
还整,2
麽,2
everythingisverygood,2
中泰太,2
中不太,2
换住,2
公演,2
送车,2
老调,2
没电,2
太烫,2
斜对面,2
追星,2
站点,2
应援,2
旧要,2
摇控,2
小居,2
暗房,2
所说,2
几盘,2
餐巾纸,2
烧烤店,2
给定,2
愿来,2
扭转,2
脑袋,2
房后,2
软绵绵,2
头发丝,2
黑屑,2
怎么回事,2
滿,2
滿乾淨,2
群居,2
具类,2
会备,2
印,2
五子棋,2
会回,2
阵子,2
主打,2
重重,2
摔了一跤,2
放不下,2
原图,2
指示灯,2
久离,2
绕路,2
难以形容,2
压住,2
乖,2
怕生,2
哄,2
滥竽充数,2
为主,2
大套,2
手巧,2
整,2
签收,2
下放,2
想续,2
后天,2
带娃来,2
满房,2
没放,2
炒菜锅,2
吹过来,2
片,2
硬是,2
卫浴设备,2
坐起,2
机智,2
通,2
事会,2
糟,2
渣,2
嘴,2
五金件,2
硬侧,2
保洁员,2
德住,2
咱家,2
竞争,2
路由器,2
选址,2
高该,2
派上用场,2
面巾,2
等于,2
高赞,2
约会,2
太轻,2
这有,2
蔡澜,2
人品问题,2
118,2
蛋糕店,2
造型,2
清空,2
冷空气,2
一伙人,2
喝点,2
下单,2
细细品味,2
植物园,2
时花,2
令,2
近乘,2
偏离,2
骰盅,2
之初,2
天河体育中心,2
淋浴房,2
名称,2
按键,2
二十,2
不起眼,2
人想,2
连上,2
冷刚,2
带人来,2
多带,2
開會,2
闭馆,2
西門,2
注在,2
作业,2
這房,2
水電,2
網費,2
費是,2
開空調,2
電費,2
寄放在,2
不长,2
貴,2
花茶,2
TheapartmentisinverygoodlocationclosetometroandshoppingstreetAlthoughitwasdifficulttofindwithoutstreetnameandnumbertheownerhelpedviaHiddenbyAirbnbTherewasinterruptioninwatersupplybutitdidnotdependonownerandwassolvedinfewhourssoitdidnotcauseproblemsTherewasenoughspaceforusandeverythingweneededIwouldsuggestthisplace,2
Itisveryclosetotheupdown9pedestrianstreetlotsofdifferentrestaurantsandstreetfoodintheareaTheapartmentcanholduptosixandtheownerisverythoughtfultoseparatethetoiletandshowerareaDuringourstaythedogoftheneighborunitkeptonbarkingatnightthatisveryannothingbutthatisnotcontrollablebytheowner,2
老去,2
全拉,2
遮,2
光度,2
略差,2
差想,2
最晚,2
switch,2
赶回来,2
保持良好,2
高楼大厦,2
1012,2
棉被,2
暖意,2
传来,2
希尔顿,2
还贵,2
劝,2
杂七杂八,2
心虚,2
问心,2
承担责任,2
人身安全,2
三儿,2
京东,2
夜爆,2
还脏,2
周一,2
西汉,2
178,2
博物院,2
告别,2
大体,2
模型,2
TheplaceisatgreatlocationWalkingdistancetoalotofwonderfulrestaurantsandtheGuangzhouTowerEasyaccesstobusesandsubwaystoanywhereincludingairportandtrainstation,2
okk,2
与世隔绝,2
难度,2
有书,2
插进去,2
住行,2
会拉,2
写点,2
小泰迪,2
旺季,2
争取时间,2
电话号码,2
服说,2
820,2
同天,2
同款,2
守时,2
三四点,2
WereallyappreciatedallthelovelyJapanesedetailsRecommended,2
挪到,2
睡到,2
530,2
慢用,2
高冷,2
愿望,2
冠状病毒,2
刚开,2
短信,2
时刻,2
赚钱,2
水泡,2
商量一下,2
回避,2
五到,2
说了算,2
太难受,2
涉及,2
机票,2
全退,2
太坑,2
全市,2
点收,2
背光,2
Thehostcanceledthisreservation16daysbeforearrivalThisisanautomatedposting,2
进到,2
好到,2
无词,2
答辨,2
专线,2
停车库,2
ItisagoodapartmentHoweveryoustillneedtowalkalittlebitfromtheapartmenttothetrainstationwhichisoutofmyexpectationsAnothercomfortablethingisthattheairconditionerdroppedwaterdownfromtheceiling,2
修饰,2
床鋪,2
巨多,2
看塔,2
源较,2
大道北,2
禅意,2
即往,2
看着办,2
问能,2
快下,2
奇慢,2
背后,2
房款,2
星空,2
雪种,2
2357,2
进群,2
AcozyplacetostayLikethetatamisomuchThehostisveryniceandfriendly,2
辨别,2
甩,2
我认,2
严禁,2
偏房,2
要点,2
出过,2
Locationamenitiesspacevieweverythingisjustperfect,2
Guyssimplyamazingyouaregettingachancetopickthisplacesimplyjustpickitupotherwiseyouwillneverabletoknowwhatyoumissed,2
几块,2
黄,2
太脏床,2
烟灰,2
原样,2
社会,2
无赖,2
起订,2
罩,2
米其林,2
食神,2
精装修,2
均价,2
只差,2
恶意,2
表面,2
多花点,2
隔三差五,2
贴出,2
交替,2
频繁,2
持续,2
肉眼,2
无太多,2
有益,2
偏去,2
流完,2
微笑,2
私有,2
东说,2
thisisaplacewhereyoucaneasilygoaroundtheCBDCentralbusinessdistrictasitissoclosetothesubwaystationaswellyoucaneasilygetaTaxiaroundtheareawithoutusinganyAPP,2
开通,2
趟,2
上车,2
吹会,2
走前,2
通话,2
AmazinglocationandbeautifulplaceTheyreallyhelpedmewhenIneededdirectionsgettingtoHongKongairportA,2
皱皱巴巴,2
捂,2
自始至终,2
不及格,2
晃晃,2
水才,2
上心,2
灯开,2
凑和,2
很美有,2
轻轨站,2
面店,2
Thehostcanceledthisreservation3daysbeforearrivalThisisanautomatedposting,2
差差,2
这类,2
AgreatspacetounwindandrelaxinaJapanesesettingVeryclosetoatonofgreatsightsandattractionsProjectwithstreamingTVwasgreatforeveningchillingOverallfantasticexperienceinawonderfulapartmenthostedbyaverykindperson,2
庄臣,2
空调机,2
水滴,2
长隆滋粥,2
啫喱,2
旧房,2
三個,2
出地,2
鐵后,2
干淨房,2
東人,2
樂意,2
小对,2
告訴,2
細節,2
往外,2
软床,2
走出,2
沙滩,2
金,2
沙洲,2
摩天轮,2
茶葉,2
囍,2
Itwasagreatpleasurestayingat,2
熬,2
紫玄,2
遠途,2
IabsolutelylovedthewaywaythishomeisstyledIenjoyedtheupstairszencornerItwaspeacefulrelaxingIwouldstayagainaswellasrecommendtoothers,2
言,2
placeWonderfulhostandhermumwasveryhelpful,2
Veryberfect,2
安置,2
地里,2
中介,2
GreatplaceandlocationPrettyclosetotheriverwithmanyrestaurantsandshopsaroundtheplaceNotascrowdedasthecentrewhichisniceInstructionswereclearonhowtogetthecardandkeyTheplaceiseasytofindandhasagreatEuropeanstyleItalsohasavideoprojectorwhereyoucanwatchmoviesonthewallTheplacehasapatiothatleadsoutsidewithalittleterrassethatgetsgreatsunshineThehostisveryresponsiveandspeaksperfectEnglish,2
層,2
人员素质,2
所定,2
出租房,2
目测,2
炸酱面,2
發現,2
puppy,2
一两天,2
電視連,2
有所改进,2
面都,2
给配,2
板床,2
小摊贩,2
電影,2
按计划,2
弱弱,2
很香住,2
灯暗,2
一進,2
重點,2
小夜灯,2
离钟村,2
睡惯,2
555,2
小笼包,2
断裂,2
偏远,2
补贴费,2
修修,2
本该,2
差离,2
Ifyouwanttogeta,2
休憩,2
房址,2
绕来,2
体贴入微,2
USB,2
地垫,2
生理期,2
椅上,2
扣除,2
伴着,2
说不完,2
中秋节,2
666,2
追问,2
佣金,2
长个,2
记性,2
丢三落四,2
美离,2
先赞,2
坐水巴,2
五晚,2
晴天,2
利益,2
购物点,2
从后,2
对焦,2
虚,2
沉迷,2
云顶,2
为先,2
小飘窗,2
群有,2
格子,2
有木有,2
剧幕,2
格特,2
建設,2
喜好,2
书供,2
我错,2
说白了,2
銀行,2
神地,2
玩舟游,2
日语,2
華潤,2
考完,2
妖,2
监督,2
备品,2
萬家,2
汗味,2
德外,2
洗到,2
平是,2
骗人,2
大名鼎鼎,2
平民,2
最多,2
890,2
地廣場,2
令堂,2
玩才订,2
不堵车,2
力住,2
挂饰,2
雄峰城,2
心想,2
15km,2
一集,2
片子,2
卷轴,2
隆有,2
螃蟹,2
乔到,2
元算,2
總結,2
锅里,2
打动,2
俯望,2
发箍,2
bilibili,2
山和树,2
小阔乐,2
强多,2
没闹醒,2
万能,2
38,2
换下,2
进口,2
周日,2
几不,2
就响,2
淹水,2
挂不上,2
床加个,2
光在,2
LP,2
带娃,2
有大屏,2
塔到,2
只亮,2
过好,2
小爬虫,2
推着,2
找找看,2
艾摩家,2
余,2
一日三餐,2
暖风,2
多近,2
各处,2
很耐斯,2
多几家,2
得太网,2
合为一体,2
airbn,2
led,2
布幕,2
捣鼓,2
人滚,2
树林,2
鸡腿,2
聊个,2
痛痛快快,2
欢声笑语,2
第四天,2
毛绒绒,2
远房,2
反应速度,2
分哟,2
汇小蛮,2
贴墙,2
楼窗,2
炒菜,2
两小,2
谈恋爱,2
艾摩们,2
发胶,2
横桌,2
褒义,2
图图,2
字赞,2
闺房,2
整整齐齐,2
天呐刚,2
飲茶,2
沉思,2
泥炉,2
聽,2
烤肉,2
南和汉溪,2
离住,2
快餐店,2
受限,2
上静静,2
那裡,2
进房,2
没来,2
元离,2
亮亮,2
万圣节,2
Thisisaverygoodstayexperience,2
歪斜,2
冰,2
玩为,2
南到,2
二十多块,2
费要,2
唧唧,2
沾水,2
床大点,2
玩离,2
隆挺近,2
先开,2
准确性,2
任君,2
阔落,2
嘈杂声,2
不雅观,2
网吧,2
ktv,2
惨不忍睹,2
消磨,2
脏到,2
饮茶,2
来度,2
停进来,2
面朝,2
236,2
打分,2
较远,2
网线,2
Veryniceplacedapartmentgreathostandlovelyapartmentdidntuseallthefacilitiesbutwillbeperfectfortouristorbusinesstripbedmatrixwastoostiffformebutsometheoriessayitsbetter,2
出大,2
同层,2
170,2
room8,2
评了,2
客村丽影,2
塞车,2
不妨一试,2
夜不能寐,2
车辆,2
佳佳,2
纯净水,2
没钱买,2
可住,2
发个,2
进餐,2
发臭,2
表里如一,2
有家点,2
不愁,2
开学,2
提早去,2
点卡,2
商品,2
空间布局,2
盡量,2
185,2
八四,2
小童,2
陈列,2
多开,2
感小到,2
考完试,2
总价,2
订个民,2
享用,2
高效,2
小脏,2
家俱,2
小比,2
玄关,2
有效率,2
鞋柜,2
空隙,2
一个圈,2
力荐,2
娃们,2
晕厥,2
洗不掉,2
太二,2
力建,2
万博站,2
列车,2
来小聚,2
桌饭,2
绒布,2
bug,2
店主人,2
异乡,2
个子,2
光着,2
去丽影,2
宿夜,2
小脚丫,2
